id,country,age,gender,ses,fses,religion,married,education,ethnicity,IGF01,IGF02,IGF03,IGI01,IGI02,IGI03,OGF01,OGF02,OGF03,OGI01,OGI02,OGI03,ENDBCL01,ENDBCL02,ENDBCL03,ENDBBL01,ENDBBL02,ENDBBL03,empathic_concern_01,empathic_concern_02,empathic_concern_03,perspective_taking_01,perspective_taking_02,perspective_taking_03,perspective_taking_04,event_positive_affect,event_negative_affect,event_episodic_recall_01,event_episodic_recall_02,event_shared_perception_01,event_shared_perception_02,event_reflection_01,event_reflection_02,event_transformative_indiv_01,event_transformative_indiv_02,event_transformative_group_01,event_transformative_group_02,religious_freedom_per_01,religious_freedom_per_02,religious_freedom_per_03,religious_freedom_per_04,religious_freedom_per_05,religious_freedom_per_06,religious_freedom_per_07,religious_freedom_per_08,religious_freedom_exp_01,religious_freedom_exp_02,religious_freedom_exp_03,religious_freedom_exp_04,religious_freedom_exp_05,religious_freedom_exp_06
UGA369,Uganda,20,Male,Middle,2,Christian: Protestant,Not married,Vocational,Etesot,6,5,5,7,5,6,2,2,2,1,2,2,5,6,6,6,7,7,6,6,6,6,6,6,2,7,1,5,6,6,6,6,2,6,5,5,2,6,2,6,6,5,2,6,6,7,7,7,7,3,7
UGA370,Uganda,27,"",Middle,2,Christian: Catholic,Married,Primary,Atesot,6,6,4,4,6,6,4,4,4,7,5,4,5,5,3,2,2,1,6,5,4,5,4,6,4,2,7,6,4,5,5,6,6,6,3,4,2,6,1,6,6,7,7,6,4,7,7,7,6,2,2
UGA371,Uganda,64.5,Female,Lower middle,1,Christian: Catholic,Married,Primary,Atesot,4,6,3,6,6,7,4,3,3,,4,4,6,5,5,6,4,3,7,7,5,6,6,6,4,2,7,6,5,2,2,6,7,6,5,3,1,6,1,5,6,6,7,6,4,7,7,7,4,1,1
UGA372,Uganda,40,Male,Lower middle,1,Other,Not married,None,Etesot,6,6,5,6,7,7,3,3,3,4,3,5,6,5,5,6,6,6,7,5,6,5,6,6,5,2,7,7,7,4,4,7,7,5,6,4,2,7,2,6,7,7,6,7,3,7,7,7,7,2,2
UGA373,Uganda,37,Female,Middle,2,Christian: Catholic,Married,Secondary,Atesot,7,6,4,7,7,7,4,4,2,5,4,6,6,7,6,3,5,2,6,5,7,6,4,6,3,2,6,6,4,6,6,7,6,6,7,5,6,3,2,5,5,7,6,6,4,7,6,5,5,2,1
UGA374,Uganda,37,Female,Middle,2,Christian: Protestant,Married,University,Atesot,6,4,5,7,7,7,5,5,4,6,6,6,6,7,6,2,2,2,6,6,6,7,6,6,4,2,7,7,7,6,6,7,7,7,6,6,4,7,6,6,6,7,6,6,4,7,7,7,7,3,3
UGA375,Uganda,33,Female,Lower middle,1,Christian: Catholic,Married,Primary,Atesot,6,7,5,7,7,7,5,4,4,7,5,6,6,6,6,4,4,2,6,5,4,6,5,6,4,6,2,7,6,7,7,7,6,7,7,7,6,7,4,3,6,7,6,6,4,7,7,7,5,3,2
UGA376,Uganda,34,Female,Lower middle,1,Christian: Catholic,Married,Secondary,Atesot,6,6,7,6,7,7,6,4,3,4,6,5,6,6,6,3,4,1,7,6,6,5,6,6,4,7,2,7,7,6,6,7,6,7,7,6,7,6,1,5,6,7,7,6,3,7,7,7,5,2,1
UGA377,Uganda,52,Female,Lower middle,1,Christian: Catholic,Married,Primary,Atesot,,,,,,,,,,,,,6,6,5,6,6,4,6,6,5,5,4,7,6,1,7,6,6,5,5,6,5,7,3,4,6,7,2,6,7,7,6,6,3,7,7,5,3,2,2
UGA378,Uganda,24,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,6,6,3,6,5,3,3,3,3,3,3,5,5,5,3,5,5,5,4,5,6,6,6,6,1,7,4,3,6,6,6,7,6,6,7,4,1,1,7,6,6,6,1,7,7,7,7,7,7,7
UGA379,Uganda,19,Female,Lower middle,1,Christian: Protestant,Not married,Secondary,Atesot,6,6,5,6,6,5,5,6,6,5,5,6,6,6,5,6,5,6,7,2,6,5,6,6,6,6,1,6,6,7,7,5,6,6,6,7,5,6,3,6,6,6,6,6,6,7,7,7,7,7,7
UGA380,Uganda,20,Female,Lower middle,1,Christian: Catholic,Married,Primary,Amudagma,7,6,6,7,7,6,3,5,6,6,5,6,6,6,5,6,6,6,6,5,6,5,6,6,6,6,2,6,6,6,6,6,6,7,6,6,6,2,3,6,5,6,6,6,5,7,7,7,7,7,7
UGA381,Uganda,20,Female,Lower middle,1,Other,Married,Primary,Atesot,7,7,7,7,7,7,2,2,2,2,2,2,5,7,6,6,6,5,7,6,6,6,7,4,4,7,2,6,6,6,7,6,7,6,6,7,7,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA382,Uganda,34,Female,Upper middle,3,Christian: Protestant,Married,University,Mwamba,6,6,4,,6,6,3,3,3,4,5,5,7,4,5,5,3,3,7,6,5,6,6,5,6,2,7,6,6,6,6,7,6,6,5,5,5,6,5,6,6,7,4,5,2,7,5,5,4,4,3
UGA383,Uganda,26,Female,Lower middle,1,Other,Married,Secondary,Adhola,6,6,4,4,2,6,4,2,2,4,4,4,6,5,5,6,5,4,6,6,6,5,3,6,7,1,7,6,6,5,2,7,6,7,3,4,2,7,6,5,6,7,2,6,2,6,7,7,4,3,2
UGA384,Uganda,20,Female,Lower middle,1,Christian: Catholic,Not married,Secondary,Adhola,6,6,4,5,6,6,3,2,2,4,5,3,6,5,5,6,5,1,6,5,6,5,6,5,6,7,1,7,7,4,4,7,6,7,7,4,7,6,1,6,6,7,6,6,3,7,7,5,3,2,2
UGA385,Uganda,70,Female,Lower middle,1,Christian: Protestant,Married,None,Adhola,5,4,4,6,6,5,3,3,3,6,4,4,6,6,5,6,5,5,7,7,4,6,6,6,4,6,1,6,6,6,4,6,6,7,6,5,6,6,2,5,7,7,3,6,2,7,7,7,5,5,4
UGA386,Uganda,44,Male,Lower middle,1,Christian: Protestant,Married,Secondary,Etesot,6,6,6,6,7,6,2,2,2,2,2,2,4,4,5,6,6,6,6,2,6,6,6,7,6,3,7,7,7,7,7,7,7,6,7,7,7,7,2,6,6,6,6,6,2,7,7,7,7,7,7
UGA387,Uganda,51,Female,Lower middle,1,Other,Married,Secondary,Adhola,6,5,5,6,6,6,3,3,2,3,2,2,6,6,7,5,4,4,6,5,7,6,6,6,6,1,7,6,6,5,4,6,5,5,2,5,2,7,4,6,5,7,2,6,2,6,7,7,4,2,4
UGA388,Uganda,19,Female,Lower middle,1,Other,Not married,Secondary,Adhola,6,6,4,6,6,6,3,2,2,4,3,2,6,6,5,6,6,6,6,5,4,4,3,6,5,6,1,6,6,6,5,6,5,6,6,6,7,3,6,6,6,6,2,6,2,7,7,7,4,2,2
UGA389,Uganda,32,Male,Lower middle,1,Christian: Catholic,Married,Primary,Adhola,6,6,6,6,6,6,4,4,3,3,3,3,6,5,6,3,2,2,6,5,3,5,6,5,7,7,1,7,6,6,6,7,7,7,7,7,4,6,1,6,6,7,7,6,4,7,7,4,2,2,1
UGA390,Uganda,18,Female,Lower middle,1,Other,Not married,Secondary,Adhola,6,4,3,5,5,5,3,3,3,4,4,4,6,6,5,6,3,4,4,5,5,4,3,5,5,2,7,6,6,2,2,6,5,6,2,2,2,4,3,5,4,7,3,6,3,6,7,7,7,5,3
UGA391,Uganda,19,Male,Middle,2,Christian: Protestant,Not married,Secondary,Japadhola,7,6,5,7,6,6,5,3,4,5,6,5,2,5,7,7,6,6,7,6,6,6,4,5,6,4,4,7,7,6,7,7,6,7,3,6,6,6,7,4,5,7,3,5,2,6,7,4,6,7,7
UGA392,Uganda,21,Male,Lower middle,1,Christian: Protestant,Not married,Secondary,Japadhola,4,4,2,4,5,6,4,3,2,3,5,5,2,6,6,7,6,6,6,5,4,5,4,5,5,1,7,6,7,2,4,6,5,6,6,2,1,7,1,6,6,7,4,6,7,5,7,7,6,4,4
UGA393,Uganda,61,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Adhola,3,6,3,6,6,7,2,2,2,4,4,4,2,6,6,6,2,4,6,6,7,6,6,6,4,1,7,7,7,6,6,7,5,7,3,4,2,7,1,7,6,6,6,6,6,7,7,7,7,7,4
UGA394,Uganda,49,Female,Lower middle,1,Christian: Catholic,Married,Tertiary,Adhola,7,6,4,7,7,7,5,4,2,5,4,5,6,6,5,2,2,2,6,5,6,5,6,6,6,7,1,7,7,7,7,7,7,7,6,7,7,4,2,6,6,7,6,6,6,4,7,7,3,2,2
UGA395,Uganda,22,Female,Lower middle,1,Other,Married,Primary,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,4,4,7,6,7,6,6,6,6,1,7,7,7,7,7,7,7,7,7,7,6,7,1,7,7,7,7,6,2,7,7,7,7,5,5
UGA396,Uganda,26,Female,Lower middle,1,Christian: Catholic,Not married,Secondary,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,7,5,5,5,4,7,6,7,6,6,6,6,2,6,7,7,7,7,7,7,7,7,6,6,7,1,7,7,7,7,6,2,7,7,7,7,7,7
UGA397,Uganda,23,Female,Lower middle,1,Christian: Protestant,Married,Primary,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,4,4,7,6,7,6,6,6,6,2,7,7,7,7,7,6,6,7,7,6,6,7,1,7,7,7,7,6,2,7,7,7,7,7,7
UGA398,Uganda,30,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,7,7,4,4,4,7,6,6,6,6,6,6,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,6,7,7,7,7,5,5
UGA399,Uganda,21,Female,Middle,2,Christian: Catholic,Married,Secondary,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,4,4,4,7,6,,,,,,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,2,7,7,7,7,5,5
UGA400,Uganda,32,Male,Lower middle,1,Other,Married,Primary,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,4,4,7,6,6,6,6,6,6,2,6,7,7,7,7,7,7,7,7,6,6,7,2,7,7,7,7,6,2,7,7,7,5,4,4
UGA401,Uganda,41,Female,Lower middle,1,Christian: Protestant,Married,None,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,7,5,5,5,5,7,6,6,6,6,6,6,2,7,7,7,7,7,7,6,7,7,6,6,7,1,7,7,7,7,6,2,7,7,7,7,5,5
UGA402,Uganda,56,Female,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,5,4,7,6,7,7,7,7,6,2,6,7,7,7,7,7,7,7,7,7,6,7,1,7,7,7,7,6,5,7,7,7,5,4,4
UGA403,Uganda,50,"",Lower middle,1,Other,Married,None,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,4,4,4,7,6,7,6,6,6,6,1,7,7,7,7,7,7,7,7,7,6,6,7,1,7,7,7,7,6,2,7,7,5,7,5,5
UGA404,Uganda,55,Male,Lower middle,1,Christian: Protestant,Married,Primary,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,6,6,5,7,6,7,6,6,6,6,2,7,7,7,7,7,7,7,7,7,7,7,6,1,7,7,7,7,7,2,7,7,5,7,5,5
UGA405,Uganda,30,Female,Lower middle,1,Other,Not married,Secondary,Japadhola,6,7,,7,7,7,7,,2,2,2,2,1,7,7,6,7,7,7,7,7,6,6,7,6,7,7,7,7,4,5,6,1,4,2,7,4,6,1,7,6,7,7,6,6,7,7,4,1,1,1
UGA406,Uganda,49,Female,Lower middle,1,Other,Married,Primary,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,4,4,7,6,7,6,6,6,6,2,7,7,7,7,7,7,7,7,7,6,6,7,1,7,7,7,7,6,2,7,7,7,7,7,7
UGA407,Uganda,29,Female,Lower middle,1,Other,Married,Primary,Japadhola,6,6,7,,,7,2,2,6,2,2,6,1,1,1,7,7,6,2,6,6,7,6,7,6,,7,6,2,6,,6,6,6,,6,6,6,2,6,,6,2,,,3,3,,6,,6
UGA408,Uganda,56,Female,Lower middle,1,Christian: Protestant,Married,None,Japadhola,6,7,6,6,6,6,5,2,2,4,5,5,1,2,5,6,6,6,6,2,6,7,6,7,6,7,6,6,7,5,6,6,6,6,6,7,6,6,2,7,6,7,6,7,7,7,6,7,6,7,6
UGA409,Uganda,80,Female,Middle,2,Other,Married,None,Japadhola,6,7,7,6,6,5,5,2,1,3,2,2,2,7,,6,6,7,7,7,6,6,6,6,6,6,7,5,7,2,5,5,2,4,2,6,2,6,1,6,6,7,7,7,7,7,7,4,4,1,1
UGA410,Uganda,48,Male,Lower middle,1,Christian: Protestant,Not married,Secondary,Itesot,7,7,6,6,7,7,4,1,6,6,6,6,1,1,4,6,7,7,6,4,1,1,6,6,6,7,6,7,7,7,6,6,6,1,6,6,6,7,1,7,6,6,2,6,6,7,7,2,2,7,7
UGA411,Uganda,50,Female,Middle,2,Other,Married,Primary,Japadhola,6,7,4,7,6,4,6,2,5,,6,,6,7,6,7,3,6,6,7,7,6,6,7,6,7,7,6,,5,5,4,3,2,6,6,,6,2,7,6,7,7,7,6,7,7,1,4,1,1
UGA412,Uganda,39,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Japadhola,7,7,7,7,7,7,1,1,1,1,1,1,1,2,,7,7,7,7,1,6,6,7,6,6,7,7,7,7,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,1,1,1,1,1,1
UGA413,Uganda,36,Female,Middle,2,Christian: Protestant,Married,Secondary,Japadhola,1,6,7,7,6,7,6,2,2,1,2,1,1,6,6,7,6,7,7,7,6,6,6,7,6,6,1,4,6,4,2,6,2,1,2,6,2,6,1,6,7,6,7,6,7,7,7,4,4,1,1
UGA414,Uganda,27,Female,Lower middle,1,Christian: Catholic,Married,Secondary,Jap,7,6,6,7,6,6,,2,4,7,4,4,1,7,6,7,6,7,7,7,6,6,7,6,6,6,7,4,7,2,6,2,2,,4,6,4,6,1,6,6,7,6,6,6,7,7,4,4,1,1
UGA415,Uganda,25,Female,Middle,2,Christian: Catholic,Married,Secondary,Japadhola,7,6,6,6,6,6,6,2,2,,2,2,1,7,7,7,7,6,7,7,6,6,6,6,6,7,7,4,7,4,6,4,2,6,2,6,2,6,1,6,6,6,6,6,6,7,7,1,4,1,1
UGA416,Uganda,63,Female,Lower middle,1,Christian: Catholic,Not married,None,Nilotic,6,6,6,6,6,6,2,2,2,2,2,2,6,7,7,7,6,5,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,7,7,6,5,6,6,7,7,7,7,7,7
UGA417,Uganda,63,Female,Middle,2,Christian: Catholic,Married,"",Nilotic,6,6,6,6,6,6,2,2,2,2,2,2,6,7,7,7,6,6,6,6,6,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,1,7,7,7,7,6,6,7,7,7,7,7,7
UGA418,Uganda,37,Female,Lower middle,1,Christian: Catholic,Married,"",Nilotic,6,6,6,6,7,6,3,3,3,2,2,2,6,6,6,5,5,5,6,6,6,6,6,6,6,2,6,6,6,6,6,5,4,6,5,4,4,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA419,Uganda,20,Female,Lower middle,1,Christian: Catholic,Married,"",Nilotic,6,6,6,,5,5,2,2,2,2,2,2,6,6,6,7,6,5,6,6,6,6,6,6,6,4,6,6,6,6,6,6,5,6,6,5,5,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA420,Uganda,25,Female,Lower middle,1,Other,Married,"",Bantu,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,7,7,6,2,7,6,6,6,6,6,6,6,6,6,6,7,1,7,7,7,7,6,6,4,4,,7,4,4
UGA421,Uganda,44,Female,Lower middle,1,Christian: Catholic,Married,"",Nilotic,6,6,6,6,6,6,2,2,2,4,4,4,7,7,7,7,7,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,1,7,7,7,7,6,6,7,7,7,7,7,7
UGA422,Uganda,49,Female,Lower middle,1,Christian: Catholic,Not married,None,nilotic,6,6,6,6,6,6,2,2,1,2,2,2,6,6,6,6,6,4,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,7,6,6,6,7,7,7,7,4,4
UGA423,Uganda,55,Female,Lower middle,1,Christian: Catholic,Married,None,Nilotic,6,6,6,6,6,6,2,2,2,1,1,1,6,6,6,7,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA424,Uganda,60,Female,Lower middle,1,Christian: Catholic,Married,None,Nilohamite,6,6,6,6,6,6,3,3,3,2,2,2,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA425,Uganda,23,Male,Middle,2,Christian: Catholic,Not married,Secondary,Japadhola,7,7,7,6,7,7,1,1,1,1,1,1,6,6,6,6,6,6,6,7,6,4,4,4,4,6,2,6,6,6,6,6,6,6,7,6,6,6,6,6,5,6,6,6,6,7,7,7,7,5,7
UGA426,Uganda,40,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,7,7,7,7,7,2,2,2,2,2,2,5,6,6,5,5,6,6,5,5,4,4,4,4,7,1,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,7
UGA427,Uganda,53,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,6,6,6,6,6,6,1,1,1,1,1,1,5,5,6,5,5,5,5,6,6,3,3,3,3,6,1,6,6,6,6,6,6,6,6,6,6,5,2,6,6,5,6,6,6,5,4,5,7,7,7
UGA428,Uganda,62,Female,Lower middle,1,Other,Not married,Primary,Nilotic,7,7,7,7,7,7,1,1,1,1,1,1,6,7,7,6,6,6,6,6,7,6,6,6,6,1,7,7,7,7,7,7,7,7,7,7,7,7,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA429,Uganda,27,Female,Lower middle,1,Christian: Catholic,Not married,Secondary,Japadhola,6,6,6,6,6,7,2,2,3,4,2,2,6,6,6,3,3,3,7,2,5,5,5,5,6,7,1,6,6,6,6,5,6,7,4,5,4,6,1,6,6,6,6,6,3,7,7,7,7,4,4
UGA430,Uganda,26,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Japadhola,7,7,7,6,6,6,2,2,2,4,4,3,6,6,6,5,5,6,6,6,6,5,6,6,6,7,1,6,6,6,7,6,6,7,6,6,6,1,1,6,6,6,6,7,3,7,7,4,7,2,3
UGA431,Uganda,43,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,6,6,6,6,6,6,2,2,2,4,3,3,6,6,6,3,3,4,3,2,6,5,6,6,6,2,6,5,6,6,3,,6,4,6,4,4,3,1,6,6,6,6,7,2,7,7,,5,4,5
UGA432,Uganda,32,"",Middle,2,Christian: Catholic,Married,Secondary,Japadhola,7,7,7,5,5,6,3,3,4,4,3,3,3,3,4,6,3,5,6,5,6,6,5,6,6,7,1,6,6,6,6,6,6,6,7,5,6,7,1,7,7,7,6,7,7,7,7,7,5,3,3
UGA433,Uganda,32,Male,Lower middle,1,Christian: Protestant,Married,Primary,Japadhola,7,7,7,6,6,6,7,3,3,2,2,2,5,5,6,4,3,4,6,6,6,6,5,6,6,7,1,6,6,7,6,6,6,6,6,6,6,7,1,6,6,6,7,6,2,7,7,7,7,7,7
UGA434,Uganda,21,Female,Middle,2,Christian: Catholic,Not married,Secondary,Japadhola,7,6,6,6,6,6,3,3,3,2,2,2,7,6,6,6,6,6,5,2,6,5,6,6,6,7,1,7,6,7,7,6,7,7,6,6,6,7,1,6,6,6,6,7,2,7,7,7,7,3,3
UGA435,Uganda,35,Female,Lower middle,1,Christian: Catholic,Not married,Primary,Japadhola,6,6,6,6,6,6,2,2,2,3,2,2,6,6,6,6,6,6,6,2,6,5,6,5,5,6,1,6,6,5,6,5,6,6,3,5,4,7,1,5,5,5,7,7,4,7,7,7,6,2,2
UGA436,Uganda,60,Male,Lower middle,1,Christian: Catholic,Married,None,Japadhola,6,6,6,6,6,6,2,2,2,3,3,3,5,5,5,6,6,6,3,3,6,6,6,5,5,5,5,7,6,6,4,6,6,7,6,6,7,1,1,2,2,4,4,1,7,7,7,7,7,7,7
UGA437,Uganda,22,Female,Lower middle,1,Christian: Protestant,Not married,Secondary,Japadhola,7,7,7,1,7,7,5,5,1,5,5,5,2,2,2,2,2,2,4,7,5,,6,6,6,1,7,7,7,1,1,7,7,7,7,1,1,7,6,7,7,7,7,7,7,7,7,4,4,4,4
UGA438,Uganda,24,Female,Lower middle,1,Christian: Catholic,Not married,Secondary,Japadhola,7,7,7,3,7,7,5,5,5,3,3,2,6,6,6,6,6,6,7,6,6,6,6,6,6,1,7,7,7,1,1,7,7,7,7,1,1,7,5,7,7,7,7,7,7,7,7,4,4,4,4
UGA439,Uganda,43,Female,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,7,7,7,7,7,1,1,1,1,1,1,2,2,2,2,2,2,6,6,6,6,6,6,,2,7,7,7,7,6,6,6,7,4,2,2,7,1,7,7,7,7,7,7,7,7,7,7,4,4
UGA440,Uganda,43,Female,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,6,6,6,6,5,6,6,5,5,5,1,7,7,7,,1,7,7,7,7,1,1,7,1,7,7,7,7,7,7,7,7,4,7,4,4
UGA441,Uganda,22,Female,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,7,6,7,7,7,,3,2,2,2,2,6,6,6,6,6,6,6,3,7,5,5,5,5,2,7,7,7,5,5,7,7,7,,5,2,6,2,6,6,6,6,7,7,7,7,7,7,3,3
UGA442,Uganda,29,Male,Lower middle,1,Christian: Protestant,Married,None,Mugishu,7,6,5,6,6,6,3,3,3,2,2,2,5,5,6,6,5,6,5,2,6,6,5,6,5,5,2,7,7,7,5,7,6,7,7,5,4,6,3,5,5,5,5,5,7,7,7,7,7,7,7
UGA443,Uganda,57,Male,Middle,2,Christian: Catholic,Married,None,Etesot,7,7,7,7,7,7,2,2,2,2,2,2,6,6,6,6,6,6,6,6,5,5,5,5,4,7,,6,6,6,6,6,6,7,5,6,5,2,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA444,Uganda,69,Female,Lower middle,1,Christian: Catholic,Not married,None,Japhadollah,7,7,7,7,7,7,4,4,4,4,4,4,6,6,5,6,4,4,7,6,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,6,1,7,7,7,7,7,7,7,7,7,7,7,7
UGA445,Uganda,40,Male,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,7,7,7,7,7,7,1,1,1,1,1,1,7,7,7,4,6,5,6,6,6,5,5,5,4,7,1,6,6,6,6,6,6,7,7,6,6,6,2,6,5,5,3,5,3,7,7,7,7,7,7
UGA446,Uganda,20,Female,Lower middle,1,Christian: Catholic,Not married,Primary,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,6,4,4,4,4,7,6,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
UGA447,Uganda,31,Male,Middle,2,Christian: Protestant,Not married,Secondary,Etesot,5,5,5,5,5,5,1,1,1,2,2,2,6,6,6,6,6,6,5,3,5,5,5,5,5,6,5,6,4,4,4,4,4,4,4,4,4,5,3,5,5,5,5,5,5,6,6,6,6,6,6
UGA448,Uganda,24,Male,Middle,2,Christian: Protestant,Married,Secondary,Etesot,7,6,6,6,7,7,1,2,2,2,3,2,7,6,6,6,6,6,6,2,6,7,6,6,6,7,1,6,7,6,7,6,6,7,7,6,7,7,2,7,7,7,7,7,7,7,7,7,7,5,5
